year,event_type,event_id,start_time,end_time,duration_periods,duration_hours,max_price,min_price,avg_price,avg_imbalance,avg_wind,avg_gas,avg_interconnectors,time_band_at_max_price,regime_group,timestamp_at_max_price,timestamp_at_min_price,max_price_change_within_event,min_price_change_within_event,external_context_needed,research_note,likely_internal_driver
2023,large_downward_reversal,2023_large_downward_reversal_44,2023-01-01 21:30:00+00:00,2023-01-01 22:00:00+00:00,1,0.5,42.0,42.0,42.0,-15.0645,5221.0,5640.0,6138.0,late_evening,q1_stress,2023-01-01 22:00:00+00:00,2023-01-01 22:00:00+00:00,-175.0,-175.0,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from 217.0 to 42.0 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context
2023,large_upward_jump,2023_large_upward_jump_45,2023-01-01 22:00:00+00:00,2023-01-01 22:30:00+00:00,1,0.5,290.0,290.0,290.0,149.1241,4767.0,5039.0,6068.0,late_evening,q1_stress,2023-01-01 22:30:00+00:00,2023-01-01 22:30:00+00:00,248.0,248.0,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from 42.0 to 290.0 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context
2023,positive_spike_cluster,2023_positive_spike_cluster_3,2023-01-01 22:30:00+00:00,2023-01-01 22:30:00+00:00,1,0.5,290.0,290.0,290.0,149.1241,4767.0,5039.0,6068.0,late_evening,q1_stress,2023-01-01 22:30:00+00:00,2023-01-01 22:30:00+00:00,248.0,248.0,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.","Candidate upward price event. Check whether asset outage, interconnector limitation, low wind, high gas reliance, positive imbalance, or evening timing contributed.",low_wind
2023,near_spike_cluster,2023_near_spike_cluster_4,2023-01-01 23:00:00+00:00,2023-01-01 23:00:00+00:00,1,0.5,236.0,236.0,236.0,389.1726,4008.0,4906.0,6068.0,late_evening,q1_stress,2023-01-01 23:00:00+00:00,2023-01-01 23:00:00+00:00,-54.0,-54.0,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.",Candidate near-spike event. Useful for studying why stress did or did not become a £250+ spike.,mixed_or_unclear_internal_driver
2023,large_downward_reversal,2023_large_downward_reversal_50,2023-01-02 00:30:00+00:00,2023-01-02 01:00:00+00:00,1,0.5,42.0,42.0,42.0,-364.9334,4575.0,4322.0,6278.0,night,q1_stress,2023-01-02 01:00:00+00:00,2023-01-02 01:00:00+00:00,-140.34,-140.34,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from 182.34 to 42.0 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context
2023,negative_price_cluster,2023_negative_price_cluster_3,2023-01-02 03:30:00+00:00,2023-01-02 05:30:00+00:00,5,2.5,-50.0,-95.71,-72.052,-1082.5618,4654.6,3629.0,5070.4,night,q1_stress,2023-01-02 05:30:00+00:00,2023-01-02 04:00:00+00:00,28.0,-66.55,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.","Candidate negative-price event. Check high wind, low demand, negative imbalance, inflexible generation, export/interconnector constraints, and downward balancing pressure.",low_gas+negative_imbalance
2023,negative_price_cluster,2023_negative_price_cluster_4,2023-01-02 08:00:00+00:00,2023-01-02 08:00:00+00:00,1,0.5,-60.0,-60.0,-60.0,-556.1167,6919.0,7111.0,2376.0,morning_ramp,q1_stress,2023-01-02 08:00:00+00:00,2023-01-02 08:00:00+00:00,-70.0,-70.0,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.","Candidate negative-price event. Check high wind, low demand, negative imbalance, inflexible generation, export/interconnector constraints, and downward balancing pressure.",negative_imbalance
2023,large_upward_jump,2023_large_upward_jump_74,2023-01-02 12:30:00+00:00,2023-01-02 13:00:00+00:00,1,0.5,220.0,220.0,220.0,59.6644,5693.0,8695.0,4520.0,midday,q1_stress,2023-01-02 13:00:00+00:00,2023-01-02 13:00:00+00:00,182.0862,182.0862,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from 37.91379 to 220.0 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context
2023,near_spike_cluster,2023_near_spike_cluster_5,2023-01-02 13:00:00+00:00,2023-01-02 13:30:00+00:00,2,1.0,220.0,220.0,220.0,48.1539,5635.0,8757.0,4548.0,midday,q1_stress,2023-01-02 13:00:00+00:00,2023-01-02 13:00:00+00:00,182.0862,0.0,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.",Candidate near-spike event. Useful for studying why stress did or did not become a £250+ spike.,mixed_or_unclear_internal_driver
2023,large_downward_reversal,2023_large_downward_reversal_76,2023-01-02 13:30:00+00:00,2023-01-02 14:00:00+00:00,1,0.5,60.0,60.0,60.0,-86.2493,5602.0,8705.0,5266.0,afternoon,q1_stress,2023-01-02 14:00:00+00:00,2023-01-02 14:00:00+00:00,-160.0,-160.0,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from 220.0 to 60.0 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context
2023,large_upward_jump,2023_large_upward_jump_77,2023-01-02 14:00:00+00:00,2023-01-02 14:30:00+00:00,1,0.5,220.0,220.0,220.0,89.4536,5519.0,9758.0,5318.0,afternoon,q1_stress,2023-01-02 14:30:00+00:00,2023-01-02 14:30:00+00:00,160.0,160.0,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from 60.0 to 220.0 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context
2023,near_spike_cluster,2023_near_spike_cluster_6,2023-01-02 14:30:00+00:00,2023-01-02 16:00:00+00:00,4,2.0,229.0,220.0,224.5,63.0328,5563.0,11394.5,5175.0,afternoon,q1_stress,2023-01-02 15:30:00+00:00,2023-01-02 14:30:00+00:00,160.0,0.0,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.",Candidate near-spike event. Useful for studying why stress did or did not become a £250+ spike.,mixed_or_unclear_internal_driver
2023,extreme_spike_cluster,2023_extreme_spike_cluster_1,2023-01-02 16:30:00+00:00,2023-01-02 18:00:00+00:00,4,2.0,300.0,300.0,300.0,566.4722,4978.25,13807.75,7004.5,evening_peak,q1_stress,2023-01-02 16:30:00+00:00,2023-01-02 16:30:00+00:00,71.0,0.0,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.","Candidate upward price event. Check whether asset outage, interconnector limitation, low wind, high gas reliance, positive imbalance, or evening timing contributed.",low_wind+positive_imbalance
2023,positive_spike_cluster,2023_positive_spike_cluster_4,2023-01-02 16:30:00+00:00,2023-01-02 18:30:00+00:00,5,2.5,300.0,250.0,290.0,486.6883,4909.4,13717.2,7006.4,evening_peak,q1_stress,2023-01-02 16:30:00+00:00,2023-01-02 18:30:00+00:00,71.0,-50.0,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.","Candidate upward price event. Check whether asset outage, interconnector limitation, low wind, high gas reliance, positive imbalance, or evening timing contributed.",low_wind+positive_imbalance
2023,near_spike_cluster,2023_near_spike_cluster_7,2023-01-02 19:00:00+00:00,2023-01-02 19:00:00+00:00,1,0.5,229.0,229.0,229.0,70.4233,4605.0,12940.0,6954.0,evening_peak,q1_stress,2023-01-02 19:00:00+00:00,2023-01-02 19:00:00+00:00,-21.0,-21.0,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.",Candidate near-spike event. Useful for studying why stress did or did not become a £250+ spike.,mixed_or_unclear_internal_driver
2023,positive_spike_cluster,2023_positive_spike_cluster_5,2023-01-02 19:30:00+00:00,2023-01-02 19:30:00+00:00,1,0.5,258.5,258.5,258.5,264.71,4624.0,13057.0,6934.0,evening_peak,q1_stress,2023-01-02 19:30:00+00:00,2023-01-02 19:30:00+00:00,29.5,29.5,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.","Candidate upward price event. Check whether asset outage, interconnector limitation, low wind, high gas reliance, positive imbalance, or evening timing contributed.",low_wind+positive_imbalance
2023,large_downward_reversal,2023_large_downward_reversal_89,2023-01-02 20:00:00+00:00,2023-01-02 20:30:00+00:00,1,0.5,65.1,65.1,65.1,-12.7193,4936.0,11019.0,6798.0,late_evening,q1_stress,2023-01-02 20:30:00+00:00,2023-01-02 20:30:00+00:00,-163.9,-163.9,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from 229.0 to 65.1 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context
2023,near_spike_cluster,2023_near_spike_cluster_8,2023-01-02 20:00:00+00:00,2023-01-02 20:00:00+00:00,1,0.5,229.0,229.0,229.0,65.8583,4839.0,12072.0,6836.0,late_evening,q1_stress,2023-01-02 20:00:00+00:00,2023-01-02 20:00:00+00:00,-29.5,-29.5,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.",Candidate near-spike event. Useful for studying why stress did or did not become a £250+ spike.,mixed_or_unclear_internal_driver
2023,large_upward_jump,2023_large_upward_jump_90,2023-01-02 20:30:00+00:00,2023-01-02 21:00:00+00:00,1,0.5,210.0,210.0,210.0,40.5349,4962.0,9830.0,7002.0,late_evening,q1_stress,2023-01-02 21:00:00+00:00,2023-01-02 21:00:00+00:00,144.9,144.9,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from 65.1 to 210.0 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context
2023,large_downward_reversal,2023_large_downward_reversal_91,2023-01-02 21:00:00+00:00,2023-01-02 21:30:00+00:00,1,0.5,65.0,65.0,65.0,-134.7643,5250.0,8494.0,6934.0,late_evening,q1_stress,2023-01-02 21:30:00+00:00,2023-01-02 21:30:00+00:00,-145.0,-145.0,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from 210.0 to 65.0 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context
2023,near_spike_cluster,2023_near_spike_cluster_9,2023-01-02 21:00:00+00:00,2023-01-02 21:00:00+00:00,1,0.5,210.0,210.0,210.0,40.5349,4962.0,9830.0,7002.0,late_evening,q1_stress,2023-01-02 21:00:00+00:00,2023-01-02 21:00:00+00:00,144.9,144.9,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.",Candidate near-spike event. Useful for studying why stress did or did not become a £250+ spike.,mixed_or_unclear_internal_driver
2023,large_upward_jump,2023_large_upward_jump_94,2023-01-02 22:30:00+00:00,2023-01-02 23:00:00+00:00,1,0.5,228.5,228.5,228.5,518.8416,6350.0,3698.0,6010.0,late_evening,q1_stress,2023-01-02 23:00:00+00:00,2023-01-02 23:00:00+00:00,163.5,163.5,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from 65.0 to 228.5 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context
2023,large_downward_reversal,2023_large_downward_reversal_95,2023-01-02 23:00:00+00:00,2023-01-02 23:30:00+00:00,1,0.5,89.88,89.88,89.88,-143.4827,12910.0,6170.0,11972.0,late_evening,q1_stress,2023-01-02 23:30:00+00:00,2023-01-02 23:30:00+00:00,-138.62,-138.62,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from 228.5 to 89.88 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context
2023,near_spike_cluster,2023_near_spike_cluster_10,2023-01-02 23:00:00+00:00,2023-01-02 23:00:00+00:00,1,0.5,228.5,228.5,228.5,518.8416,6350.0,3698.0,6010.0,late_evening,q1_stress,2023-01-02 23:00:00+00:00,2023-01-02 23:00:00+00:00,163.5,163.5,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.",Candidate near-spike event. Useful for studying why stress did or did not become a £250+ spike.,mixed_or_unclear_internal_driver
2023,large_upward_jump,2023_large_upward_jump_96,2023-01-02 23:30:00+00:00,2023-01-03 00:00:00+00:00,1,0.5,213.0,213.0,213.0,70.9829,6724.0,2783.0,5986.0,night,q1_stress,2023-01-03 00:00:00+00:00,2023-01-03 00:00:00+00:00,123.12,123.12,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from 89.88 to 213.0 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context
2023,near_spike_cluster,2023_near_spike_cluster_11,2023-01-03 00:00:00+00:00,2023-01-03 06:00:00+00:00,13,6.5,228.5,205.0,212.4231,268.1926,8995.0,2939.1538,2801.5385,night,q1_stress,2023-01-03 05:00:00+00:00,2023-01-03 03:30:00+00:00,123.12,-13.5,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.",Candidate near-spike event. Useful for studying why stress did or did not become a £250+ spike.,mixed_or_unclear_internal_driver
2023,large_downward_reversal,2023_large_downward_reversal_110,2023-01-03 06:30:00+00:00,2023-01-03 07:00:00+00:00,1,0.5,20.0,20.0,20.0,-369.2624,14296.0,5705.0,132.0,morning_ramp,q1_stress,2023-01-03 07:00:00+00:00,2023-01-03 07:00:00+00:00,-120.0,-120.0,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from 140.0 to 20.0 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context
2023,large_upward_jump,2023_large_upward_jump_112,2023-01-03 07:30:00+00:00,2023-01-03 08:00:00+00:00,1,0.5,215.0,215.0,215.0,233.4878,15086.0,7521.0,80.0,morning_ramp,q1_stress,2023-01-03 08:00:00+00:00,2023-01-03 08:00:00+00:00,155.0,155.0,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from 60.0 to 215.0 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context
2023,near_spike_cluster,2023_near_spike_cluster_12,2023-01-03 08:00:00+00:00,2023-01-03 09:00:00+00:00,3,1.5,215.0,215.0,215.0,154.6698,15340.0,7503.3333,886.0,morning_ramp,q1_stress,2023-01-03 08:00:00+00:00,2023-01-03 08:00:00+00:00,155.0,0.0,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.",Candidate near-spike event. Useful for studying why stress did or did not become a £250+ spike.,mixed_or_unclear_internal_driver
2023,large_downward_reversal,2023_large_downward_reversal_115,2023-01-03 09:00:00+00:00,2023-01-03 09:30:00+00:00,1,0.5,70.0,70.0,70.0,-45.1307,15422.0,7433.0,2418.0,morning_ramp,q1_stress,2023-01-03 09:30:00+00:00,2023-01-03 09:30:00+00:00,-145.0,-145.0,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from 215.0 to 70.0 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context
2023,large_upward_jump,2023_large_upward_jump_116,2023-01-03 09:30:00+00:00,2023-01-03 10:00:00+00:00,1,0.5,215.0,215.0,215.0,11.8116,15425.0,7415.0,3412.0,midday,q1_stress,2023-01-03 10:00:00+00:00,2023-01-03 10:00:00+00:00,145.0,145.0,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from 70.0 to 215.0 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context
2023,near_spike_cluster,2023_near_spike_cluster_13,2023-01-03 10:00:00+00:00,2023-01-03 10:30:00+00:00,2,1.0,215.0,215.0,215.0,41.7174,15452.0,7465.0,3435.0,midday,q1_stress,2023-01-03 10:00:00+00:00,2023-01-03 10:00:00+00:00,145.0,0.0,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.",Candidate near-spike event. Useful for studying why stress did or did not become a £250+ spike.,mixed_or_unclear_internal_driver
2023,large_downward_reversal,2023_large_downward_reversal_118,2023-01-03 10:30:00+00:00,2023-01-03 11:00:00+00:00,1,0.5,35.0,35.0,35.0,-147.8211,15575.0,7457.0,3960.0,midday,q1_stress,2023-01-03 11:00:00+00:00,2023-01-03 11:00:00+00:00,-180.0,-180.0,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from 215.0 to 35.0 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context
2023,large_upward_jump,2023_large_upward_jump_119,2023-01-03 11:00:00+00:00,2023-01-03 11:30:00+00:00,1,0.5,214.0,214.0,214.0,30.6281,15359.0,7679.0,3720.0,midday,q1_stress,2023-01-03 11:30:00+00:00,2023-01-03 11:30:00+00:00,179.0,179.0,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from 35.0 to 214.0 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context
2023,near_spike_cluster,2023_near_spike_cluster_14,2023-01-03 11:30:00+00:00,2023-01-03 14:30:00+00:00,7,3.5,229.5,213.0,215.7857,105.0567,14761.0,7799.8571,4002.5714,afternoon,q1_stress,2023-01-03 14:30:00+00:00,2023-01-03 12:00:00+00:00,179.0,-1.0,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.",Candidate near-spike event. Useful for studying why stress did or did not become a £250+ spike.,mixed_or_unclear_internal_driver
2023,large_downward_reversal,2023_large_downward_reversal_126,2023-01-03 14:30:00+00:00,2023-01-03 15:00:00+00:00,1,0.5,61.6,61.6,61.6,-45.744,13579.0,8653.0,3102.0,afternoon,q1_stress,2023-01-03 15:00:00+00:00,2023-01-03 15:00:00+00:00,-167.9,-167.9,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from 229.5 to 61.6 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context
2023,large_upward_jump,2023_large_upward_jump_127,2023-01-03 15:00:00+00:00,2023-01-03 15:30:00+00:00,1,0.5,225.0,225.0,225.0,41.9467,13544.0,8877.0,3210.0,afternoon,q1_stress,2023-01-03 15:30:00+00:00,2023-01-03 15:30:00+00:00,163.4,163.4,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from 61.6 to 225.0 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context
2023,large_downward_reversal,2023_large_downward_reversal_128,2023-01-03 15:30:00+00:00,2023-01-03 16:00:00+00:00,1,0.5,37.0,37.0,37.0,-96.4021,13635.0,8980.0,4210.0,evening_peak,q1_stress,2023-01-03 16:00:00+00:00,2023-01-03 16:00:00+00:00,-188.0,-188.0,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from 225.0 to 37.0 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context
2023,near_spike_cluster,2023_near_spike_cluster_15,2023-01-03 15:30:00+00:00,2023-01-03 15:30:00+00:00,1,0.5,225.0,225.0,225.0,41.9467,13544.0,8877.0,3210.0,afternoon,q1_stress,2023-01-03 15:30:00+00:00,2023-01-03 15:30:00+00:00,163.4,163.4,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.",Candidate near-spike event. Useful for studying why stress did or did not become a £250+ spike.,mixed_or_unclear_internal_driver
2023,large_upward_jump,2023_large_upward_jump_131,2023-01-03 17:00:00+00:00,2023-01-03 17:30:00+00:00,1,0.5,225.0,225.0,225.0,86.7083,13260.0,8971.0,4524.0,evening_peak,q1_stress,2023-01-03 17:30:00+00:00,2023-01-03 17:30:00+00:00,185.0,185.0,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from 40.0 to 225.0 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context
2023,near_spike_cluster,2023_near_spike_cluster_16,2023-01-03 17:30:00+00:00,2023-01-03 19:00:00+00:00,4,2.0,225.0,219.5,223.625,79.3479,13187.25,7757.75,4606.5,evening_peak,q1_stress,2023-01-03 17:30:00+00:00,2023-01-03 19:00:00+00:00,185.0,-5.5,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.",Candidate near-spike event. Useful for studying why stress did or did not become a £250+ spike.,mixed_or_unclear_internal_driver
2023,large_downward_reversal,2023_large_downward_reversal_135,2023-01-03 19:00:00+00:00,2023-01-03 19:30:00+00:00,1,0.5,36.0,36.0,36.0,-74.171,13276.0,4414.0,6256.0,evening_peak,q1_stress,2023-01-03 19:30:00+00:00,2023-01-03 19:30:00+00:00,-183.5,-183.5,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from 219.5 to 36.0 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context
2023,near_spike_cluster,2023_near_spike_cluster_17,2023-01-03 20:30:00+00:00,2023-01-03 21:00:00+00:00,2,1.0,200.0,200.0,200.0,121.08,13471.5,3318.5,4959.0,late_evening,q1_stress,2023-01-03 20:30:00+00:00,2023-01-03 20:30:00+00:00,93.22,0.0,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.",Candidate near-spike event. Useful for studying why stress did or did not become a £250+ spike.,mixed_or_unclear_internal_driver
