year,event_type,event_id,start_time,end_time,duration_periods,duration_hours,max_price,min_price,avg_price,avg_imbalance,avg_wind,avg_gas,avg_interconnectors,time_band_at_max_price,regime_group,timestamp_at_max_price,timestamp_at_min_price,max_price_change_within_event,min_price_change_within_event,external_context_needed,research_note,likely_internal_driver,priority_reason,external_event_found,external_event_type,external_asset_name,external_event_start,external_event_end,external_capacity_change_mw,external_source,association_assessment,manual_research_note
2023,large_upward_jump,2023_large_upward_jump_296,2023-01-07 03:30:00+00:00,2023-01-07 04:00:00+00:00,1,0.5,184.0,184.0,184.0,27.5575,14652.0,3483.0,-4620.0,night,q1_stress,2023-01-07 04:00:00+00:00,2023-01-07 04:00:00+00:00,207.0,207.0,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from -23.0 to 184.0 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context,top_large_upward_jumps_by_price_change,,,,,,,,,
2023,large_downward_reversal,2023_large_downward_reversal_318,2023-01-07 14:30:00+00:00,2023-01-07 15:00:00+00:00,1,0.5,-11.79,-11.79,-11.79,-470.417,13778.0,2053.0,6886.0,afternoon,q1_stress,2023-01-07 15:00:00+00:00,2023-01-07 15:00:00+00:00,-199.79,-199.79,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from 188.0 to -11.79 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context,top_large_downward_reversals_by_price_change,,,,,,,,,
2023,large_upward_jump,2023_large_upward_jump_330,2023-01-07 20:30:00+00:00,2023-01-07 21:00:00+00:00,1,0.5,189.0,189.0,189.0,413.0999,16431.0,3120.0,-748.0,late_evening,q1_stress,2023-01-07 21:00:00+00:00,2023-01-07 21:00:00+00:00,197.52,197.52,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from -8.52 to 189.0 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context,top_large_upward_jumps_by_price_change,,,,,,,,,
2023,large_downward_reversal,2023_large_downward_reversal_335,2023-01-07 23:00:00+00:00,2023-01-07 23:30:00+00:00,1,0.5,-15.2,-15.2,-15.2,-99.1878,32834.0,7270.0,-7816.0,late_evening,q1_stress,2023-01-07 23:30:00+00:00,2023-01-07 23:30:00+00:00,-204.2,-204.2,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from 189.0 to -15.2 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context,top_large_downward_reversals_by_price_change,,,,,,,,,
2023,large_downward_reversal,2023_large_downward_reversal_344,2023-01-08 03:30:00+00:00,2023-01-08 04:00:00+00:00,1,0.5,-34.71,-34.71,-34.71,-151.2866,15814.0,3549.0,-5238.0,night,q1_stress,2023-01-08 04:00:00+00:00,2023-01-08 04:00:00+00:00,-229.71,-229.71,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from 195.0 to -34.71 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context,top_large_downward_reversals_by_price_change,,,,,,,,,
2023,large_upward_jump,2023_large_upward_jump_444,2023-01-10 05:30:00+00:00,2023-01-10 06:00:00+00:00,1,0.5,197.0,197.0,197.0,66.4424,12584.0,3550.0,2774.0,morning_ramp,q1_stress,2023-01-10 06:00:00+00:00,2023-01-10 06:00:00+00:00,196.95,196.95,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from 0.05 to 197.0 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context,top_large_upward_jumps_by_price_change,,,,,,,,,
2023,large_upward_jump,2023_large_upward_jump_480,2023-01-10 23:30:00+00:00,2023-01-11 00:00:00+00:00,1,0.5,190.0,190.0,190.0,119.9763,16689.0,4038.0,-3984.0,night,q1_stress,2023-01-11 00:00:00+00:00,2023-01-11 00:00:00+00:00,213.36,213.36,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from -23.36 to 190.0 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context,top_large_upward_jumps_by_price_change,,,,,,,,,
2023,large_downward_reversal,2023_large_downward_reversal_481,2023-01-11 00:00:00+00:00,2023-01-11 00:30:00+00:00,1,0.5,-17.13,-17.13,-17.13,-21.7712,16786.0,3954.0,-3784.0,night,q1_stress,2023-01-11 00:30:00+00:00,2023-01-11 00:30:00+00:00,-207.13,-207.13,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from 190.0 to -17.13 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context,top_large_downward_reversals_by_price_change,,,,,,,,,
2023,large_upward_jump,2023_large_upward_jump_490,2023-01-11 04:30:00+00:00,2023-01-11 05:00:00+00:00,1,0.5,190.0,190.0,190.0,40.7132,15369.0,3198.0,-3476.0,night,q1_stress,2023-01-11 05:00:00+00:00,2023-01-11 05:00:00+00:00,201.7104,201.7104,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from -11.7104 to 190.0 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context,top_large_upward_jumps_by_price_change,,,,,,,,,
2023,large_downward_reversal,2023_large_downward_reversal_494,2023-01-11 06:30:00+00:00,2023-01-11 07:00:00+00:00,1,0.5,0.0,0.0,0.0,-107.6553,15545.0,3128.0,3494.0,morning_ramp,q1_stress,2023-01-11 07:00:00+00:00,2023-01-11 07:00:00+00:00,-198.0,-198.0,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from 198.0 to 0.0 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context,top_large_downward_reversals_by_price_change,,,,,,,,,
2023,large_upward_jump,2023_large_upward_jump_495,2023-01-11 07:00:00+00:00,2023-01-11 07:30:00+00:00,1,0.5,198.0,198.0,198.0,209.1336,16134.0,3515.0,3788.0,morning_ramp,q1_stress,2023-01-11 07:30:00+00:00,2023-01-11 07:30:00+00:00,198.0,198.0,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from 0.0 to 198.0 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context,top_large_upward_jumps_by_price_change,,,,,,,,,
2023,large_downward_reversal,2023_large_downward_reversal_523,2023-01-11 21:00:00+00:00,2023-01-11 21:30:00+00:00,1,0.5,0.0,0.0,0.0,-16.9375,14300.0,2347.0,5566.0,late_evening,q1_stress,2023-01-11 21:30:00+00:00,2023-01-11 21:30:00+00:00,-207.0,-207.0,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from 207.0 to 0.0 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context,top_large_downward_reversals_by_price_change,,,,,,,,,
2023,large_upward_jump,2023_large_upward_jump_539,2023-01-12 05:00:00+00:00,2023-01-12 05:30:00+00:00,1,0.5,200.0,200.0,200.0,34.6675,10728.0,2756.0,3540.0,night,q1_stress,2023-01-12 05:30:00+00:00,2023-01-12 05:30:00+00:00,200.0,200.0,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from 0.0 to 200.0 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context,top_large_upward_jumps_by_price_change,,,,,,,,,
2023,large_downward_reversal,2023_large_downward_reversal_575,2023-01-12 23:00:00+00:00,2023-01-12 23:30:00+00:00,1,0.5,-73.09,-73.09,-73.09,-451.9747,26938.0,4906.0,2276.0,late_evening,q1_stress,2023-01-12 23:30:00+00:00,2023-01-12 23:30:00+00:00,-265.09,-265.09,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from 192.0 to -73.09 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context,top_large_downward_reversals_by_price_change,,,,,,,,,
2023,large_downward_reversal,2023_large_downward_reversal_640,2023-01-14 07:30:00+00:00,2023-01-14 08:00:00+00:00,1,0.5,-45.0,-45.0,-45.0,-446.0021,13062.0,2724.0,5194.0,morning_ramp,q1_stress,2023-01-14 08:00:00+00:00,2023-01-14 08:00:00+00:00,-235.0,-235.0,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from 190.0 to -45.0 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context,top_large_downward_reversals_by_price_change,,,,,,,,,
2023,positive_spike_cluster,2023_positive_spike_cluster_6,2023-01-15 16:30:00+00:00,2023-01-15 20:00:00+00:00,8,4.0,280.0,250.0,258.125,522.4415,6257.875,13909.5,5762.0,evening_peak,q1_stress,2023-01-15 17:30:00+00:00,2023-01-15 16:30:00+00:00,20.0,-30.0,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.","Candidate upward price event. Check whether asset outage, interconnector limitation, low wind, high gas reliance, positive imbalance, or evening timing contributed.",low_wind+positive_imbalance,top_positive_spike_clusters_by_max_price,,,,,,,,,
2023,positive_spike_cluster,2023_positive_spike_cluster_8,2023-01-19 16:30:00+00:00,2023-01-19 17:30:00+00:00,3,1.5,290.0,260.0,280.0,244.2758,9449.6667,22623.6667,-705.3333,evening_peak,q1_stress,2023-01-19 17:00:00+00:00,2023-01-19 16:30:00+00:00,30.0,0.0,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.","Candidate upward price event. Check whether asset outage, interconnector limitation, low wind, high gas reliance, positive imbalance, or evening timing contributed.",high_gas+positive_imbalance+lower_interconnector_support,top_positive_spike_clusters_by_max_price,,,,,,,,,
2023,positive_spike_cluster,2023_positive_spike_cluster_9,2023-01-21 00:30:00+00:00,2023-01-21 00:30:00+00:00,1,0.5,290.0,290.0,290.0,28.3107,5743.0,9286.0,4770.0,night,q1_stress,2023-01-21 00:30:00+00:00,2023-01-21 00:30:00+00:00,172.4,172.4,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.","Candidate upward price event. Check whether asset outage, interconnector limitation, low wind, high gas reliance, positive imbalance, or evening timing contributed.",low_wind,top_positive_spike_clusters_by_max_price,,,,,,,,,
2023,positive_spike_cluster,2023_positive_spike_cluster_17,2023-01-25 15:00:00+00:00,2023-01-25 17:30:00+00:00,6,3.0,309.0,257.5,286.75,409.8848,8725.3333,22154.8333,-193.0,evening_peak,q1_stress,2023-01-25 17:00:00+00:00,2023-01-25 15:30:00+00:00,32.5,-7.5,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.","Candidate upward price event. Check whether asset outage, interconnector limitation, low wind, high gas reliance, positive imbalance, or evening timing contributed.",high_gas+positive_imbalance+lower_interconnector_support,top_positive_spike_clusters_by_max_price,,,,,,,,,
2023,extreme_spike_cluster,2023_extreme_spike_cluster_2,2023-01-25 17:00:00+00:00,2023-01-25 17:30:00+00:00,2,1.0,309.0,309.0,309.0,259.1976,9227.5,21925.5,8.0,evening_peak,q1_stress,2023-01-25 17:00:00+00:00,2023-01-25 17:00:00+00:00,19.0,0.0,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.","Candidate upward price event. Check whether asset outage, interconnector limitation, low wind, high gas reliance, positive imbalance, or evening timing contributed.",high_gas+positive_imbalance+lower_interconnector_support,all_extreme_spike_clusters,,,,,,,,,
2023,large_downward_reversal,2023_large_downward_reversal_1184,2023-01-25 17:30:00+00:00,2023-01-25 18:00:00+00:00,1,0.5,109.01,109.01,109.01,-401.2337,10433.0,20956.0,376.0,evening_peak,q1_stress,2023-01-25 18:00:00+00:00,2023-01-25 18:00:00+00:00,-199.99,-199.99,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from 309.0 to 109.01 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context,top_large_downward_reversals_by_price_change,,,,,,,,,
2023,positive_spike_cluster,2023_positive_spike_cluster_18,2023-01-25 19:00:00+00:00,2023-01-25 19:30:00+00:00,2,1.0,280.08,250.0,265.04,129.2425,10796.5,20742.0,-55.0,evening_peak,q1_stress,2023-01-25 19:00:00+00:00,2023-01-25 19:30:00+00:00,169.08,-30.08,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.","Candidate upward price event. Check whether asset outage, interconnector limitation, low wind, high gas reliance, positive imbalance, or evening timing contributed.",high_gas+lower_interconnector_support,top_positive_spike_clusters_by_max_price,,,,,,,,,
2023,extreme_spike_cluster,2023_extreme_spike_cluster_3,2023-01-26 15:30:00+00:00,2023-01-26 18:00:00+00:00,6,3.0,310.0,304.2895,307.2149,87.5746,7269.5,21007.8333,2394.6667,evening_peak,q1_stress,2023-01-26 16:00:00+00:00,2023-01-26 15:30:00+00:00,190.2895,-4.0,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.","Candidate upward price event. Check whether asset outage, interconnector limitation, low wind, high gas reliance, positive imbalance, or evening timing contributed.",high_gas+low_wind+lower_interconnector_support,all_extreme_spike_clusters,,,,,,,,,
2023,positive_spike_cluster,2023_positive_spike_cluster_19,2023-01-26 15:30:00+00:00,2023-01-26 19:00:00+00:00,8,4.0,310.0,267.0,297.8487,138.4043,6899.0,21005.25,2828.75,evening_peak,q1_stress,2023-01-26 16:00:00+00:00,2023-01-26 19:00:00+00:00,190.2895,-32.5,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.","Candidate upward price event. Check whether asset outage, interconnector limitation, low wind, high gas reliance, positive imbalance, or evening timing contributed.",high_gas+low_wind,top_positive_spike_clusters_by_max_price,,,,,,,,,
2023,large_upward_jump,2023_large_upward_jump_1755,2023-02-06 15:00:00+00:00,2023-02-06 15:30:00+00:00,1,0.5,287.0,287.0,287.0,70.1649,6214.0,19561.0,798.0,afternoon,q1_stress,2023-02-06 15:30:00+00:00,2023-02-06 15:30:00+00:00,200.0,200.0,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from 87.0 to 287.0 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context,top_large_upward_jumps_by_price_change,,,,,,,,,
2023,large_downward_reversal,2023_large_downward_reversal_1756,2023-02-06 15:30:00+00:00,2023-02-06 16:00:00+00:00,1,0.5,85.3,85.3,85.3,-428.3828,6163.0,19142.0,3000.0,evening_peak,q1_stress,2023-02-06 16:00:00+00:00,2023-02-06 16:00:00+00:00,-201.7,-201.7,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from 287.0 to 85.3 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context,top_large_downward_reversals_by_price_change,,,,,,,,,
2023,positive_spike_cluster,2023_positive_spike_cluster_26,2023-02-06 15:30:00+00:00,2023-02-06 15:30:00+00:00,1,0.5,287.0,287.0,287.0,70.1649,6214.0,19561.0,798.0,afternoon,q1_stress,2023-02-06 15:30:00+00:00,2023-02-06 15:30:00+00:00,200.0,200.0,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.","Candidate upward price event. Check whether asset outage, interconnector limitation, low wind, high gas reliance, positive imbalance, or evening timing contributed.",high_gas+low_wind+lower_interconnector_support,top_positive_spike_clusters_by_max_price,,,,,,,,,
2023,large_upward_jump,2023_large_upward_jump_1759,2023-02-06 17:00:00+00:00,2023-02-06 17:30:00+00:00,1,0.5,289.0,289.0,289.0,110.2465,5539.0,20266.0,4020.0,evening_peak,q1_stress,2023-02-06 17:30:00+00:00,2023-02-06 17:30:00+00:00,202.0,202.0,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from 87.0 to 289.0 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context,top_large_upward_jumps_by_price_change,,,,,,,,,
2023,positive_spike_cluster,2023_positive_spike_cluster_27,2023-02-06 17:30:00+00:00,2023-02-06 19:00:00+00:00,4,2.0,289.0,269.0,278.5,181.5255,5380.75,20332.0,4196.5,evening_peak,q1_stress,2023-02-06 17:30:00+00:00,2023-02-06 18:30:00+00:00,202.0,-18.0,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.","Candidate upward price event. Check whether asset outage, interconnector limitation, low wind, high gas reliance, positive imbalance, or evening timing contributed.",high_gas+low_wind+positive_imbalance,top_positive_spike_clusters_by_max_price,,,,,,,,,
2023,positive_spike_cluster,2023_positive_spike_cluster_30,2023-02-07 17:30:00+00:00,2023-02-07 19:30:00+00:00,5,2.5,282.0,280.0,281.6,143.2957,3747.2,20969.2,5162.0,evening_peak,q1_stress,2023-02-07 17:30:00+00:00,2023-02-07 19:30:00+00:00,186.0,-2.0,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.","Candidate upward price event. Check whether asset outage, interconnector limitation, low wind, high gas reliance, positive imbalance, or evening timing contributed.",high_gas+low_wind,top_positive_spike_clusters_by_max_price,,,,,,,,,
2023,positive_spike_cluster,2023_positive_spike_cluster_39,2023-03-05 18:00:00+00:00,2023-03-05 18:30:00+00:00,2,1.0,285.0,285.0,285.0,289.4766,1661.5,21775.5,3824.0,evening_peak,q1_stress,2023-03-05 18:00:00+00:00,2023-03-05 18:00:00+00:00,74.0,0.0,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.","Candidate upward price event. Check whether asset outage, interconnector limitation, low wind, high gas reliance, positive imbalance, or evening timing contributed.",high_gas+low_wind+positive_imbalance,top_positive_spike_clusters_by_max_price,,,,,,,,,
2023,large_upward_jump,2023_large_upward_jump_3148,2023-03-07 15:30:00+00:00,2023-03-07 16:00:00+00:00,1,0.5,400.0,400.0,400.0,50.0044,5043.0,21664.0,1106.0,evening_peak,q1_stress,2023-03-07 16:00:00+00:00,2023-03-07 16:00:00+00:00,300.5,300.5,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from 99.5 to 400.0 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context,top_large_upward_jumps_by_price_change,,,,,,,,,
2023,extreme_spike_cluster,2023_extreme_spike_cluster_4,2023-03-07 16:00:00+00:00,2023-03-07 17:00:00+00:00,3,1.5,725.0,400.0,566.6667,132.299,4829.6667,21859.3333,1468.6667,evening_peak,q1_stress,2023-03-07 17:00:00+00:00,2023-03-07 16:00:00+00:00,300.5,150.0,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.","Candidate upward price event. Check whether asset outage, interconnector limitation, low wind, high gas reliance, positive imbalance, or evening timing contributed.",high_gas+low_wind+lower_interconnector_support,all_extreme_spike_clusters,,,,,,,,,
2023,positive_spike_cluster,2023_positive_spike_cluster_40,2023-03-07 16:00:00+00:00,2023-03-07 17:00:00+00:00,3,1.5,725.0,400.0,566.6667,132.299,4829.6667,21859.3333,1468.6667,evening_peak,q1_stress,2023-03-07 17:00:00+00:00,2023-03-07 16:00:00+00:00,300.5,150.0,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.","Candidate upward price event. Check whether asset outage, interconnector limitation, low wind, high gas reliance, positive imbalance, or evening timing contributed.",high_gas+low_wind+lower_interconnector_support,top_positive_spike_clusters_by_max_price,,,,,,,,,
2023,large_downward_reversal,2023_large_downward_reversal_3151,2023-03-07 17:00:00+00:00,2023-03-07 17:30:00+00:00,1,0.5,140.0,140.0,140.0,3.2931,3771.0,22605.0,2434.0,evening_peak,q1_stress,2023-03-07 17:30:00+00:00,2023-03-07 17:30:00+00:00,-585.0,-585.0,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from 725.0 to 140.0 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context,top_large_downward_reversals_by_price_change,,,,,,,,,
2023,large_upward_jump,2023_large_upward_jump_3152,2023-03-07 17:30:00+00:00,2023-03-07 18:00:00+00:00,1,0.5,1950.0,1950.0,1950.0,514.5561,3332.0,23431.0,2066.0,evening_peak,q1_stress,2023-03-07 18:00:00+00:00,2023-03-07 18:00:00+00:00,1810.0,1810.0,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from 140.0 to 1950.0 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context,top_large_upward_jumps_by_price_change,,,,,,,,,
2023,extreme_spike_cluster,2023_extreme_spike_cluster_5,2023-03-07 18:00:00+00:00,2023-03-07 18:30:00+00:00,2,1.0,1950.0,1950.0,1950.0,612.736,3103.5,23852.0,2171.0,evening_peak,q1_stress,2023-03-07 18:00:00+00:00,2023-03-07 18:00:00+00:00,1810.0,0.0,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.","Candidate upward price event. Check whether asset outage, interconnector limitation, low wind, high gas reliance, positive imbalance, or evening timing contributed.",high_gas+low_wind+positive_imbalance+lower_interconnector_support,all_extreme_spike_clusters,,,,,,,,,
2023,positive_spike_cluster,2023_positive_spike_cluster_41,2023-03-07 18:00:00+00:00,2023-03-07 18:30:00+00:00,2,1.0,1950.0,1950.0,1950.0,612.736,3103.5,23852.0,2171.0,evening_peak,q1_stress,2023-03-07 18:00:00+00:00,2023-03-07 18:00:00+00:00,1810.0,0.0,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.","Candidate upward price event. Check whether asset outage, interconnector limitation, low wind, high gas reliance, positive imbalance, or evening timing contributed.",high_gas+low_wind+positive_imbalance+lower_interconnector_support,top_positive_spike_clusters_by_max_price,,,,,,,,,
